pmid,title,abstract,journal,year,doi,first_author,n_authors,study_type,pub_types,mesh_terms,fetched_at
27238626,Evolutionary determinants of polycystic ovary syndrome: part 1.,"Polycystic ovary syndrome (PCOS) is a common and complex genetic disorder that develops under varying degrees of hyperandrogenemic and hyperinsulinemic conditions that cause phenotypic variability ranging from mild hirsutism to anovulation and infertility. In addition to increased risk of reproductive disability, PCOS is associated with metabolic diseases including type 2 diabetes, dyslipidemia, and cardiovascular disease. Similar prevalence rates and shared genetic susceptibility of PCOS among different populations suggest that genetic risk factors were already present in the ancestors of humans. Contemporary human genetic studies inform us that the origin of human ancestors is from Africa. Sharing common susceptibility loci between Chinese and European ancestry suggests that PCOS may have persisted for more than 50,000 years, before the migration of humans out of Africa. Although PCOS is the most common cause of anovulatory infertility, its high prevalence is still a paradox. From an evolutionary perspective, the pathogenic mechanisms underlying PCOS might be candidate factors for survival advantage of the human being. Former compensatory advantageous factors may become pathogenic mechanisms underlying complex metabolic disease with prolonged life expectancy and transition to sedentary lifestyle.",Fertility and sterility,2016,10.1016/j.fertnstert.2016.05.010,Ünlütürk U,3,Review,Journal Article; Review,"Evolution, Molecular; Female; Genetic Markers; Genetic Predisposition to Disease; Genetic Variation; Genome-Wide Association Study; Humans; Life Style; Phenotype; Polycystic Ovary Syndrome; Racial Groups; Reproduction; Reproductive Health; Risk Factors",2026-09-25T01:46:52+00:00
26551442,Vigorous exercise is associated with superior metabolic profiles in polycystic ovary syndrome independent of total exercise expenditure.,"OBJECTIVE: To characterize metabolic features of women with polycystic ovary syndrome (PCOS) by exercise behavior and determine relative health benefits of different exercise intensities. DESIGN: Cross-sectional study. SETTING: Tertiary academic institution. PATIENT(S): Three hundred and twenty-six women aged 14-52 years-old with PCOS by Rotterdam criteria examined between 2006 and 2013. INTERVENTION(S): International Physical Activity Questionnaire (IPAQ) administered to classify patients into three groups based on Department of Health and Human Services (DHHS) Guidelines of vigorous, moderate, and inactive, along with physical examination and serum testing. MAIN OUTCOME MEASURE(S): Blood pressure, body mass index (BMI), waist circumference, fasting lipids, fasting glucose and insulin, 2-hour 75-gram oral glucose tolerance, homeostatic model assessment of insulin resistance (HOMA-IR). RESULT(S): The DHHS guidelines for adequate physical activity were met by 182 (56%) women. Compared with moderate exercisers and inactive women, the vigorous exercisers had lower BMI and lower HOMA-IR; higher levels of high-density lipoprotein cholesterol and sex hormone-binding globulin; and a reduced prevalence of the metabolic syndrome. In a multivariate logistic regression analysis controlling for age, BMI, and total energy expenditure, every hour of vigorous exercise reduced a patient's odds of metabolic syndrome by 22% (odds ratio 0.78; 95% confidence interval, 0.62, 0.99). CONCLUSION(S): Women with PCOS who met DHHS guidelines for exercise demonstrated superior metabolic health parameters. Vigorous but not moderate activity is associated with reduced odds of the metabolic syndrome, independent of age, BMI, and total energy expenditure. PCOS patients should be encouraged to meet activity guidelines via vigorous physical activity.",Fertility and sterility,2016,10.1016/j.fertnstert.2015.10.020,Greenwood EA,7,Other,Comparative Study; Journal Article,Adolescent; Adult; Biomarkers; Blood Glucose; Blood Pressure; Body Mass Index; Cross-Sectional Studies; Energy Metabolism; Exercise; Female; Glucose Tolerance Test; Humans; Insulin; Insulin Resistance; Lipids; Logistic Models; Metabolic Syndrome; Middle Aged; Multivariate Analysis; Odds Ratio; Polycystic Ovary Syndrome; Prevalence; Protective Factors; Risk Factors; Sedentary Behavior; Surveys and Questionnaires; Tertiary Care Centers; Waist Circumference; Young Adult,2026-09-25T01:46:52+00:00
26426277,Aerobic exercise improves cardiac autonomic modulation in women with polycystic ovary syndrome.,"BACKGROUND: This study aimed to evaluate the effects of aerobic exercise on cardiac autonomic modulation in women with polycystic ovary syndrome (PCOS). METHODS: Thirty women with PCOS (25.8±4.8 years old; body mass index, BMI≥25 kg/m2) were divided into two groups; exercise group (n=15) and control group (n=15). R-R interval was recorded during 15-min at rest in the supine position. Heart rate variability (HRV) was analyzed by linear (rMSSD, SDNN, LF, HF, LFnu, HFnu, and LF/HF) and nonlinear methods (Shannon entropy, SE; symbolic analyses, 0 V%, 1 V%, 2LV%, and 2UV%) at baseline and after 16 weeks. The multivariate analysis of covariance was used to analyze the effects of exercise on HRV indexes, adjusted for changes in BMI, fasting insulin, and testosterone level. RESULTS: The exercise group increased parasympathetic modulation (rMSSD, HF, HFnu, 2UV%; (p<0.05)) and decreased sympathetic modulation (LF, LFnu, 0 V%; (p<0.05)) independently of changes in BMI, fasting insulin, and testosterone level. Moreover, the exercise group decreased resting HR and systolic blood pressure (p<0.05). All parameters remained unchanged in the control group. CONCLUSIONS: Aerobic exercise increased vagal modulation and decreased sympathetic modulation in women with PCOS. This finding reinforces the recommendations for exercise during the clinical management of these patients.",International journal of cardiology,2016,10.1016/j.ijcard.2015.09.031,Sá JC,9,Randomized Controlled Trial,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Adolescent; Adult; Autonomic Nervous System; Body Mass Index; Exercise; Exercise Test; Female; Heart Conduction System; Heart Rate; Humans; Insulin; Obesity; Overweight; Oxygen Consumption; Polycystic Ovary Syndrome; Sedentary Behavior; Testosterone,2026-09-25T01:46:52+00:00
26187902,Cardiometabolic and reproductive benefits of early dietary energy restriction and voluntary exercise in an obese PCOS-prone rodent model.,"Polycystic ovary syndrome (PCOS) is one of the most common endocrine-metabolic disorders in women of reproductive age characterized by ovulatory dysfunction, hyperandrogenism and cardiometabolic risk. The overweight-obese PCOS phenotype appears to have exacerbated reproductive dysfunction and cardiometabolic risk. In overweight-obese adult women with PCOS, exercise and energy restricted diets have shown limited and inconsistent effects on both cardiometabolic indices and reproductive outcomes. We hypothesized that an early lifestyle intervention involving exercise and dietary energy restriction to prevent or reduce the propensity for adiposity would modulate reproductive indices and cardiometabolic risk in an obese PCOS-prone rodent model. Weanling obese PCOS-prone and Lean-Control JCR:LA-cp rodents were given a chow diet ad libitum or an energy-restricted diet combined with or without voluntary exercise (4 h/day) for 8 weeks. Dietary energy restriction and exercise lowered total body weight gain and body fat mass by 30% compared to free-fed sedentary or exercising obese PCOS-prone animals (P<0.01). Energy restriction induced an increase in exercise intensity compared to free-feeding plus exercise conditions. Energy restriction and exercise decreased fasting plasma triglycerides and apoB48 concentrations in obese PCOS-prone animals compared to free-fed and exercise or sedentary groups. The energy restriction and exercise combination in obese PCOS-prone animals significantly increased plasma sex-hormone binding globulin, hypothalamic cocaine-and amphetamine-regulated transcript (CART) and Kisspeptin mRNA expression to levels of the Lean-Control group, and this was further associated with improvements in estrous cyclicity. The combination of exercise and dietary energy restriction when initiated in early life exerts beneficial effects on cardiometabolic and reproductive indices in an obese PCOS-prone rodent model, and this may be associated with normalization of the hypothalamic neuropeptides, Kisspeptin and CART.",The Journal of endocrinology,2015,10.1530/JOE-14-0711,Diane A,6,Other,"Journal Article; Research Support, Non-U.S. Gov't","Adipose Tissue; Animals; Body Weight; Caloric Restriction; Diet; Disease Models, Animal; Female; Insulin Resistance; Life Style; Obesity; Physical Conditioning, Animal; Polycystic Ovary Syndrome; Rats",2026-09-25T01:46:52+00:00
25430596,Dietary habits in adolescent girls with polycystic ovarian syndrome.,"The phenotype of polycystic ovarian syndrome (PCOS) is known to worsen with weight gain, increased ingestion of carbohydrates and a sedentary lifestyle. The purpose of this study was to assess the dietary habits in a group of adolescent girls with PCOS. Adolescents with PCOS were recruited and asked to complete a questionnaire on their eating habits and a recall dietary diary, from which their caloric and macronutrient intake was calculated. Results were compared with those from a group of normal controls. Thirty-five women with PCOS and 46 controls were included. Girls with PCOS were less likely to have cereals for breakfast (20.7 versus 66.7%) and as a result consumed less fibre than controls. They were more likely to eat an evening meal (97.1 versus 78.3%) and eat this over an hour later when compared to controls. Despite having comparable body mass indexes, girls with PCOS ate a daily surplus calorie average of 3% versus controls that had a negative calorie intake of 0.72% (p = 0.047). Ameliorating eating habits early in adolescence in girls with PCOS may improve future metabolic concerns related to a genetic predisposition and worsened by an unhealthy lifestyle.",Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,2015,10.3109/09513590.2014.984677,Eleftheriadou M,5,Other,Journal Article,"Adolescent; Adolescent Nutritional Physiological Phenomena; Diet; Diet Surveys; Dietary Sucrose; Energy Intake; Feeding Behavior; Female; Food Preferences; Glucose Metabolism Disorders; Greece; Humans; Nutrition Policy; Outpatient Clinics, Hospital; Patient Compliance; Polycystic Ovary Syndrome; Referral and Consultation; Risk Factors; Tertiary Care Centers",2026-09-25T01:46:52+00:00
24905232,The characterization of obese polycystic ovary syndrome rat model suitable for exercise intervention.,"OBJECTIVE: To develop a new polycystic ovary syndrome (PCOS) rat model suitable for exercise intervention. METHOD: Thirty six rats were randomly divided into three experimental groups: PCOS rats with high-fat diet (PF, n = 24), PCOS rats with ordinary diet (PO, n = 6), and control rats with ordinary diet (CO, n = 6). Two kinds of PCOS rat model were made by adjustment diet structure and testosterone injection for 28 days. After a successful animal model, PF model rats were randomly assigned to three groups: exercise with a continuation of high-fat diet (PF-EF, n = 6), sedentary with a continuation of high-fat diet (PF-SF, n = 6), exercise with an ordinary diet (PF-EO, n = 6). Fasting blood glucose (FBG) and insulin (FINS), estrogen (E2), progesterone (P), and testosterone (T) in serum were determined by RIA, and ovarian morphology was evaluated by Image-Pro plus 6.0. RESULTS: Body weight, Lee index, FINS increased significantly in PF rat model. Serum levels of E2 and T were significantly higher in PF and PO than in CO. Ovary organ index and ovarian areas were significant lower in PF than in CO. After intervention for 2 weeks, the levels of 1 h postprandial blood glucose (PBG1), 2 h postprandial blood glucose (PBG2), FINS and the serum levels of T decreased significantly in PF-EF rats and PF-EO rats. The ratio of FBG/FINS was significant higher in PF-EO rats than in PF-SF rats. Ovarian morphology showed that the numbers of preantral follicles and atretic follicles decreased significantly, and the numbers of antral follicles and corpora lutea increased significantly in the rats of PF-EF and PF-EO. CONCLUSION: By combination of high-fat diet and testosterone injection, the obese PCOS rat model is conformable with the lifestyle habits of fatty foods and insufficient exercise, and has metabolic and reproductive characteristics of human PCOS. This model can be applied to study exercise intervention.",PloS one,2014,10.1371/journal.pone.0099155,Wu C,4,Other,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Dietary Fats; Disease Models, Animal; Female; Humans; Ovary; Physical Conditioning, Animal; Polycystic Ovary Syndrome; Rats; Rats, Wistar; Testosterone",2026-09-25T01:46:52+00:00
24552422,Metabolic syndrome and polycystic ovary syndrome: an intriguing overlapping.,"Metabolic syndrome is an increasing pathology in adults and in children, due to a parallel rise of obesity. Sedentary lifestyle, food habits, cultural influences and also a genetic predisposition can cause dyslipidemia, hypertension, abdominal obesity and insulin resistance which are the two main features of metabolic syndrome. Polycystic ovary syndrome (PCOS) is a condition directly associated with obesity, insulin resistance (HOMA index) and metabolic syndrome, and it is very interesting for its relationship and overlap with the metabolic syndrome. The relationship between the two syndromes is mutual: PCOS women have a higher prevalence of metabolic syndrome and also women with metabolic syndrome commonly present the reproductive/endocrine trait of PCOS. Prevention and treatment of metabolic syndrome and PCOS are similar for various aspects. It is necessary to treat excess adiposity and insulin resistance, with the overall goals of preventing cardiovascular disease and type 2 diabetes and improving reproductive failure in young women with PCOS. First of all, lifestyle changes, then pharmacological therapy, bariatric surgery and laparoscopic ovarian surgery represent the pillars for PCOS treatment.",Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,2014,10.3109/09513590.2014.887673,Caserta D,6,Review,Journal Article; Review,"Adiposity; Combined Modality Therapy; Female; Humans; Insulin Resistance; Life Style; Metabolic Syndrome; Models, Biological; Obesity; Polycystic Ovary Syndrome; Theca Cells",2026-09-25T01:46:52+00:00
23771201,"The contribution of diet, physical activity and sedentary behaviour to body mass index in women with and without polycystic ovary syndrome.","STUDY QUESTION: What is the contribution of diet, physical activity and sedentary behaviour to body mass index (BMI) in women with and without polycystic ovary syndrome (PCOS)? SUMMARY ANSWER: PCOS status, higher energy intake and glycaemic index and lower physical activity were independently associated with BMI. WHAT IS KNOWN ALREADY: Obesity worsens the clinical features of PCOS and women with PCOS have an elevated prevalence of overweight and obesity. It is not known whether there is a contribution of lifestyle factors such as dietary intake, physical activity or sedentary behaviour to the elevated prevalence of obesity in PCOS. STUDY DESIGN, SIZE, DURATION: This study is a population-based observational study with data currently collected at 13 year follow-up. The study commenced in 1996. For this analysis, data are analysed at one time point corresponding to the Survey 5 of the cohort in 2009. At this time 8200 participants remained (58% retention of baseline participants) of which 7466 replied to the questionnaire; 409 self-reported a diagnosis of PCOS and 7057 no diagnosis of PCOS. PARTICIPANTS/MATERIALS, SETTING, METHODS: Australian women born in 1973-1978 from the Australian Longitudinal Study on Women's Health. MAIN RESULTS AND THE ROLE OF CHANCE: Mean BMI was higher in women with PCOS compared with non-PCOS (29.3 ± 7.5 versus 25.6 ± 5.8 kg/m(2), P < 0.001). Women with PCOS reported a better dietary intake (elevated diet quality and micronutrient intake and lower saturated fat and glycaemic index intake) but increased energy intake, increased sitting time and no differences in total physical activity compared with non-PCOS. PCOS status, higher energy intake and glycaemic index and lower physical activity, as well as age, smoking, alcohol intake, occupation, education and country of birth, were independently associated with BMI. LIMITATIONS, REASONS FOR CAUTION: The weaknesses of this study include the self-reported diagnosis of PCOS, and the women not reporting PCOS not having their control status clinically verified which is likely to underrepresent the PCOS population. We are also unable to determine if lifestyle behaviours contributed to the PCOS diagnosis or were altered in response to diagnosis. WIDER IMPLICATIONS OF THE FINDINGS: The strengths of this study include the community-based nature of the sample which minimizes selection bias to include women with a variety of clinical presentations. These results are therefore generalizable to a broader population than the majority of research in PCOS examining this research question which are performed in clinic-based populations. This study is in agreement with the literature that PCOS is independently associated with elevated BMI. We provide new insights that diet quality is subtly improved but that sedentary behaviour is elevated in PCOS and that PCOS status, higher energy intake and glycaemic index and lower physical activity are independently associated with BMI. STUDY FUNDING/COMPETING INTEREST(S): L.J.M. was supported by a South Australian Cardiovascular Research Development Program (SACVRDP) Fellowship (AC11S374); a program collaboratively funded by the National Heart Foundation of Australia, the South Australian Department of Health and the South Australian Health and Medical Research Institute, S.A.M. was funded by an Australian Research Council Future Fellowship (FT100100581), S.Z. was funded by a Heart Foundation Career Development Fellowship (ID CR10S5330) and H.J.T. was funded by an NHMRC fellowship (ID 545888). None of the authors has any conflict of interest to declare. TRIAL REGISTRATION NUMBER: Not applicable.","Human reproduction (Oxford, England)",2013,10.1093/humrep/det256,Moran LJ,6,Observational Study,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Adult; Body Mass Index; Diet; Female; Humans; Motor Activity; Obesity; Polycystic Ovary Syndrome; Sedentary Behavior,2026-09-25T01:46:52+00:00
23237575,Effects of exercise and group counselling on body composition and VO2max in overweight women with polycystic ovary syndrome.,"BACKGROUND: Polycystic ovary syndrome (PCOS) is often associated with an increased waist circumference and with lower cardio-respiratory fitness as a consequence of obesity, which may be improved by physical activity. OBJECTIVE: To investigate the effect of high-intensity aerobic training combined with group counselling sessions on anthropometry and cardio-respiratory fitness in women with PCOS. DESIGN: Seventeen sedentary, overweight women with PCOS were randomized in a cross-over design to 16 weeks of intervention: eight weeks high-intensity aerobic exercise was followed by eight weeks of group counselling (n = 8) or vice versa (n = 9). Fourteen of the women completed the tests. MAIN OUTCOME MEASURES: Waist circumference, body mass index and maximal aerobic capacity (VO(2max) ) were measured at baseline, cross-over and post-intervention. RESULTS: There was a decrease in waist circumference (119.9 vs. 106.5 cm) and body mass index (34.9 vs. 34.4 kg/m(2) ) and an increase in VO(2max) (2554.9 vs. 2807.9 mL/min) during the intervention period (t = 16 weeks, n = 14), all p < 0.05. Weight loss tended to be highest in the group which started with group counselling (2.9 vs. 0.6 kg, t = 16 weeks, n = 14, p = 0.055). CONCLUSION: Exercise in groups followed by counselling or vice versa had beneficial effects on waist circumference, weight, and VO(2max) in women with PCOS. Future studies should examine possible beneficial effects of combined group counselling and exercise on weight loss and adherence to exercise protocols among women with PCOS.",Acta obstetricia et gynecologica Scandinavica,2013,10.1111/aogs.12064,Roessler KK,5,Randomized Controlled Trial,Journal Article; Randomized Controlled Trial,"Adult; Analysis of Variance; Body Composition; Body Mass Index; Combined Modality Therapy; Counseling; Cross-Over Studies; Exercise Therapy; Female; Health Behavior; Humans; Obesity; Oxygen Consumption; Polycystic Ovary Syndrome; Statistics, Nonparametric; Waist Circumference; Weight Loss",2026-09-25T01:46:52+00:00
22260889,Exercise and sedentary habits among adolescents with PCOS.,"STUDY OBJECTIVE: The purpose of this study was the recording of physical activity and sedentary habits of adolescents with polycystic ovarian syndrome (PCOS). METHODS: We performed a structured interview to assess the level of physical activity and sedentary habits of girls with PCOS. We used a group of healthy adolescents as controls. All girls had their age, height, weight, hip and waist circumference measured and their BMI calculated. RESULTS: 81 girls (35 with PCOS and 46 controls) participated in the study. Girls with PCOS engaged in physical activities less than controls. Even when they did, the frequency and intensity of exercise was less. Also, girls with PCOS were less likely to be aware of the positive effects of exercise on their health. Girls in both groups were sedentary in excess of the 4 hours per day limit, which has been linked with obesity. CONCLUSION: Healthy teenagers were involved in a sporting activity more often and more frequently than the PCOS group. Athletic and sedentary habits of adolescents with PCOS may interact with other factors leading to obesity.",Journal of pediatric and adolescent gynecology,2012,10.1016/j.jpag.2011.11.009,Eleftheriadou M,6,Other,Journal Article,Adolescent; Body Mass Index; Case-Control Studies; Exercise; Female; Humans; Interviews as Topic; Obesity; Polycystic Ovary Syndrome; Sedentary Behavior; Sports; Surveys and Questionnaires,2026-09-25T01:46:52+00:00
19204602,Effects of exercise on lipoprotein particles in women with polycystic ovary syndrome.,"PURPOSE: Women with polycystic ovary syndrome (PCOS) commonly have insulin resistance. Insulin resistance is associated with marked abnormalities of lipoprotein size and subclass particle concentration. The purpose of this study was to examine the effects of a moderate-intensity exercise program without weight loss on lipoprotein profiles in women with PCOS. METHODS: Thirty-seven sedentary PCOS women were randomized to either an 8- to 12-wk ramp-up followed by a 12-wk moderate-intensity exercise program (16-24 wk total, approximately 228 min x wk at 40-60% peak V x O2, n = 21) or control (no change in lifestyle, n = 16). PCOS was defined as <or=8 menses per year and hyperandrogenism (biochemical or clinical with Ferriman-Gallwey score >or=8). Fasting lipoprotein profiles were obtained before and after the intervention. Nuclear magnetic resonance spectroscopy was used to quantify the following: average particle size, total and subclass concentrations of HDL, LDL, and VLDL particles, and calculated HDL cholesterol, triglycerides, and VLDL triglycerides. Wilcoxon exact rank sums tests were used to compare changes in these parameters in the exercise group relative to controls. RESULTS: Twenty women (8 exercisers, 12 controls) completed the study. Comparing exercisers to controls, significant changes were seen in concentrations of the following lipoprotein parameters that are associated with decreased insulin resistance: decreased large VLDL (P = 0.007), calculated triglycerides (P = 0.003), VLDL triglycerides (P = 0.003), and medium/small HDL (P = 0.031) and increased large HDL (P = 0.002) and average HDL size (P = 0.001). CONCLUSIONS: In this trial, moderate-intensity exercise without significant weight loss improved several components of the lipoprotein profiles of women with PCOS. These findings support the beneficial role of moderate exercise in this high-risk population.",Medicine and science in sports and exercise,2009,10.1249/MSS.0b013e31818c6c0c,Brown AJ,7,Randomized Controlled Trial,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural","Adult; Exercise; Female; Humans; Lipoproteins, HDL; Lipoproteins, VLDL; Magnetic Resonance Spectroscopy; Oxygen Consumption; Particle Size; Polycystic Ovary Syndrome; Triglycerides",2026-09-25T01:46:52+00:00
16337616,Genomic variants in polycystic ovary syndrome.,"The polycystic ovary syndrome (PCOS) is a common disorder in premenopausal women, characterized by the presence, among other traits, of hyperandrogenism, insulin resistance, and hyperinsulinism. The familial aggregation of PCOS lead the interest to the molecular genetic basis of this syndrome, especially to the genes encoding proteins involved in androgen synthesis and the regulation of insulin synthesis and action. Considering the relationship between insulin resistance and chronic inflammation, and the clustering of inflammatory markers in PCOS patients, recent studies focused on the involvement of proinflammatory genotypes on the pathogenesis of PCOS. Mounting evidence suggest at present a complex model of inheritance for PCOS, in which predisposing and protecting genomic variants interact with environmental factors such as obesity and a sedentary lifestyle, finally leading to the classic phenotype of this syndrome. Moreover, the association of hyperandrogenism, insulin resistance and chronic inflammation raised the possibility of an increase risk of cardiovascular disease in women suffering from PCOS. In the present review we will summarize the most important findings published to date regarding the molecular genetic mechanisms underlying the association of PCOS with insulin resistance and chronic inflammation, and the possible interaction of these mechanisms with environmental factors.",Clinica chimica acta; international journal of clinical chemistry,2006,10.1016/j.cca.2005.10.017,Luque-Ramírez M,3,Review,"Journal Article; Research Support, Non-U.S. Gov't; Review","Female; Genetic Predisposition to Disease; Genetic Variation; Genotype; Humans; Insulin Resistance; Models, Biological; Phenotype; Polycystic Ovary Syndrome",2026-09-25T01:46:52+00:00
12092688,Type 2 diabetes mellitus in children and youth: a new epidemic.,"Type 2 diabetes mellitus (DM) has been described as a new epidemic affecting the American pediatric population. This is coincident with an overall 33% increase in DM prevalence documented during the last decade. In 1992, type 2 DM was a rare occurrence in most pediatric centers. By 1994, it represented up to 16% of new cases in urban areas, and by 1999, the incidence of new type 2 DM diagnoses ranged between 8% and 45%, depending on geographic location. These patients have been observed primarily in African American, Mexican American, Native American, and Asian American children and youth. As in the adult population, type 2 DM in children and youth occurs as a result of insulin resistance coupled with relative beta-cell failure. While there appears to be a host of potential genetic and environmental risk factors for these aberrations, perhaps the most significant risk factor is obesity. Other risk factors include a family history of type 2 DM, puberty, intrauterine exposure to DM, sedentary lifestyle, female gender, and certain ethnicities. To date, few studies have addressed the role of physical activity and nutrition counseling in improving glycemic outcome, the most effective ways to reduce cardiovascular risk, or the most effective treatment regimens for this population. Once type 2 DM is established, the persistence of obesity often interferes with the response to treatment and exacerbates the comorbidities of hypertension, dyslipidemia, atherosclerosis, and polycystic ovarian syndrome (PCOS). Since fewer than 10% of youth with type 2 DM can be treated with diet and exercise alone, pharmacological intervention is generally required to achieve normoglycemic targets. In most surveys, practitioners prescribe insulin or an oral agent, most often metformin. Specific treatment algorithms for pediatric patients with type 2 DM need to be rigorously investigated.",Journal of pediatric endocrinology & metabolism : JPEM,2002,10.1515/JPEM.2002.15.s2.737,Kaufman FR,1,Review,Journal Article; Review,"Adolescent; Child; Diabetes Mellitus, Type 2; Disease Progression; Humans; United States",2026-09-25T01:46:52+00:00
